student_id,year,branch,gpa,study_hours,failures,hostel,sleep_hours,family_support,interest,budget_level,skill_level,stress_level,communication_level,confusion_level
9183,3,CSE,7.0,6,1,Day Scholar,8,Low,AI/ML,Low,Beginner,High,Poor,Medium
9184,4,Mechanical,6.98,5,2,Hostel,8,Medium,Automobile Engineering,Medium,Beginner,Medium,Average,Medium
9185,1,ECE,5.19,6,2,Day Scholar,8,High,IoT,Low,Beginner,High,Good,High
9186,3,EEE,5.09,1,0,Hostel,5,Low,Electrical Design,Low,Beginner,High,Poor,High
9187,1,Mechanical,6.42,1,0,Hostel,6,Low,CAD Design,Low,Beginner,High,Poor,High
9188,3,Mechanical,8.57,1,2,Hostel,4,Medium,Manufacturing,High,Beginner,High,Average,High
9189,4,IT,7.21,6,1,Hostel,4,High,Communication Skills,Low,Beginner,Medium,Good,Medium
9190,4,ECE,8.7,2,0,Hostel,6,Low,IoT,Low,Beginner,High,Poor,High
9191,1,EEE,5.99,1,0,Hostel,8,High,Renewable Energy,Low,Beginner,High,Good,High
9192,4,EEE,5.06,6,2,Hostel,7,Medium,Industrial Automation,Medium,Beginner,High,Average,High
9193,4,CSE,8.86,6,2,Hostel,6,Low,AI/ML,Low,Intermediate,High,Poor,Low
9194,1,CSE,6.74,4,2,Hostel,8,Low,Cybersecurity,Medium,Beginner,High,Poor,Medium
9195,1,EEE,5.87,4,2,Day Scholar,4,Medium,Electrical Design,Medium,Beginner,High,Average,High
9196,3,CSE,5.7,3,0,Day Scholar,8,High,Data Science,High,Beginner,High,Good,High
9197,1,EEE,5.29,1,0,Day Scholar,4,Medium,Smart Grid Systems,Low,Beginner,High,Average,High
9198,3,CSE,6.85,3,0,Hostel,7,High,Web Development,Low,Beginner,Medium,Good,Medium
9199,3,CSE,7.59,3,0,Day Scholar,8,Medium,App Development,High,Beginner,Medium,Average,Low
9200,3,CSE,7.19,5,0,Hostel,6,Low,Data Science,Low,Beginner,High,Poor,Medium
9201,4,EEE,8.84,6,1,Day Scholar,6,High,Power Systems,Low,Intermediate,Low,Good,Low
9202,2,EEE,7.35,2,0,Day Scholar,8,High,Electrical Design,High,Beginner,Medium,Good,High
9203,1,Mechanical,5.58,1,1,Hostel,4,Medium,Thermal Engineering,Low,Beginner,High,Average,High
9204,3,Mechanical,5.22,6,0,Hostel,7,Medium,Manufacturing,High,Beginner,High,Average,High
9205,4,ECE,7.08,6,1,Day Scholar,5,Low,IoT,High,Beginner,High,Poor,Medium
9206,1,Mechanical,7.95,3,0,Hostel,7,Low,Automobile Engineering,Medium,Beginner,High,Poor,Low
9207,2,ECE,7.53,3,1,Day Scholar,8,Low,VLSI Design,High,Beginner,High,Poor,Low
9208,4,EEE,5.17,1,0,Day Scholar,4,Low,Power Systems,Low,Beginner,High,Poor,High
9209,1,EEE,5.74,5,0,Hostel,5,Low,Smart Grid Systems,Low,Beginner,High,Poor,High
9210,2,EEE,5.45,4,1,Day Scholar,6,Low,Electrical Design,Medium,Beginner,High,Poor,High
9211,4,EEE,8.79,4,0,Day Scholar,4,Low,Smart Grid Systems,Medium,Intermediate,High,Poor,Low
9212,2,Mechanical,8.43,4,2,Day Scholar,8,High,Manufacturing,Medium,Intermediate,Low,Good,Low
9213,2,IT,5.66,2,0,Day Scholar,7,High,AI/ML,Low,Beginner,High,Good,High
9214,3,IT,6.8,5,1,Day Scholar,6,Medium,Communication Skills,Medium,Beginner,Medium,Average,Medium
9215,2,IT,5.35,3,0,Hostel,4,High,Web Development,High,Beginner,High,Good,High
9216,4,CSE,8.95,1,0,Day Scholar,8,High,App Development,Medium,Beginner,High,Good,High
9217,4,CSE,5.17,2,0,Day Scholar,5,Low,Data Science,High,Beginner,High,Poor,High
9218,1,EEE,9.29,6,2,Day Scholar,5,High,Renewable Energy,Medium,Intermediate,Low,Good,Low
9219,1,Mechanical,7.21,6,2,Hostel,5,High,CAD Design,High,Beginner,Medium,Good,Medium
9220,3,Mechanical,7.91,2,1,Hostel,4,Medium,Automobile Engineering,Medium,Beginner,Medium,Average,High
9221,4,CSE,9.04,3,1,Hostel,5,High,Cybersecurity,Low,Beginner,Medium,Good,Low
9222,1,IT,7.72,2,0,Hostel,8,Medium,Communication Skills,Low,Beginner,Medium,Average,High
9223,2,CSE,8.77,6,0,Day Scholar,6,Medium,App Development,Medium,Intermediate,Medium,Average,Low
9224,4,ECE,8.27,6,1,Hostel,8,High,Communication Systems,Low,Intermediate,Low,Good,Low
9225,4,ECE,6.7,5,1,Hostel,5,Medium,IoT,Low,Beginner,Medium,Average,Medium
9226,4,IT,8.39,5,0,Day Scholar,7,Low,Communication Skills,Medium,Intermediate,High,Poor,Low
9227,1,CSE,8.85,1,1,Hostel,7,Medium,Cybersecurity,High,Beginner,High,Average,High
9228,2,ECE,6.57,4,0,Day Scholar,4,Low,VLSI Design,High,Beginner,High,Poor,Medium
9229,3,IT,5.24,2,0,Hostel,5,Low,AI/ML,Low,Beginner,High,Poor,High
9230,1,IT,5.06,4,0,Day Scholar,7,High,AI/ML,Low,Beginner,High,Good,High
9231,4,EEE,7.67,1,1,Hostel,4,High,Power Systems,High,Beginner,High,Good,High
9232,3,ECE,6.87,5,0,Day Scholar,7,High,VLSI Design,High,Beginner,Medium,Good,Medium
9233,2,IT,6.39,6,0,Hostel,7,Low,AI/ML,Medium,Beginner,High,Poor,High
9234,4,ECE,5.32,6,0,Day Scholar,7,Low,Signal Processing,Low,Beginner,High,Poor,High
9235,1,Mechanical,6.61,2,0,Hostel,4,Low,Manufacturing,Low,Beginner,High,Poor,High
9236,2,IT,6.18,3,0,Hostel,5,Low,Web Development,Medium,Beginner,High,Poor,High
9237,4,Mechanical,6.23,5,0,Hostel,8,Medium,Manufacturing,High,Beginner,High,Average,High
9238,2,IT,5.68,3,0,Day Scholar,4,Medium,Communication Skills,Medium,Beginner,High,Average,High
9239,1,ECE,8.23,3,2,Hostel,6,Low,Communication Systems,Medium,Beginner,High,Poor,Low
9240,3,Mechanical,5.09,2,1,Day Scholar,4,High,Manufacturing,Medium,Beginner,High,Good,High
9241,2,EEE,7.71,1,1,Hostel,4,Low,Industrial Automation,High,Beginner,High,Poor,High
9242,1,ECE,6.52,4,0,Hostel,8,High,Signal Processing,High,Beginner,Medium,Good,Medium
9243,1,Mechanical,8.84,3,0,Hostel,7,Low,CAD Design,Low,Beginner,High,Poor,Low
9244,1,IT,5.12,2,0,Hostel,5,Medium,Web Development,Medium,Beginner,High,Average,High
9245,3,IT,8.88,4,2,Day Scholar,5,Medium,Data Analysis,Medium,Intermediate,Medium,Average,Low
9246,4,EEE,6.31,6,1,Hostel,5,Medium,Renewable Energy,Low,Beginner,High,Average,High
9247,3,ECE,7.03,4,1,Day Scholar,5,High,IoT,Medium,Beginner,Medium,Good,Medium
9248,1,ECE,5.3,5,1,Day Scholar,8,High,VLSI Design,Medium,Beginner,High,Good,High
9249,1,IT,5.01,3,2,Hostel,6,Low,Web Development,Medium,Beginner,High,Poor,High
9250,2,ECE,7.47,3,1,Day Scholar,8,Low,Signal Processing,Low,Beginner,High,Poor,Medium
9251,1,ECE,7.61,2,0,Day Scholar,5,Low,Signal Processing,Low,Beginner,High,Poor,High
9252,3,IT,7.09,4,2,Day Scholar,7,High,Competitive Coding,High,Beginner,Medium,Good,Medium
9253,3,IT,6.45,6,1,Hostel,4,Medium,AI/ML,Medium,Beginner,High,Average,High
9254,4,IT,8.39,2,0,Day Scholar,7,Low,Communication Skills,Medium,Beginner,High,Poor,High
9255,1,EEE,7.51,3,0,Hostel,5,Low,Industrial Automation,Low,Beginner,High,Poor,Low
9256,3,IT,6.45,4,0,Day Scholar,4,Low,Web Development,Medium,Beginner,High,Poor,High
9257,2,EEE,5.7,2,0,Day Scholar,4,High,Smart Grid Systems,High,Beginner,High,Good,High
9258,1,Mechanical,8.89,6,0,Day Scholar,7,Medium,Automobile Engineering,Medium,Intermediate,Medium,Average,Low
9259,4,IT,8.67,3,1,Day Scholar,6,Medium,Data Analysis,Medium,Beginner,Medium,Average,Low
9260,3,CSE,5.88,5,2,Day Scholar,6,Medium,Web Development,High,Beginner,High,Average,High
9261,4,EEE,6.7,2,1,Hostel,7,Medium,Renewable Energy,High,Beginner,Medium,Average,High
9262,2,EEE,5.01,5,0,Hostel,7,High,Renewable Energy,Medium,Beginner,High,Good,High
9263,2,Mechanical,5.78,2,0,Hostel,8,Low,Thermal Engineering,High,Beginner,High,Poor,High
9264,3,IT,8.32,6,0,Hostel,8,Medium,Web Development,Medium,Intermediate,Medium,Average,Low
9265,2,Mechanical,6.93,5,0,Day Scholar,6,High,Automobile Engineering,Low,Beginner,Medium,Good,Medium
9266,2,EEE,5.96,1,0,Day Scholar,7,High,Renewable Energy,High,Beginner,High,Good,High
9267,3,ECE,6.76,1,0,Day Scholar,6,Low,Embedded Systems,High,Beginner,High,Poor,High
9268,3,Mechanical,7.92,2,1,Day Scholar,7,Low,Automobile Engineering,Low,Beginner,High,Poor,High
9269,1,ECE,7.14,4,2,Hostel,6,High,IoT,Low,Beginner,Medium,Good,Medium
9270,4,ECE,5.64,3,0,Day Scholar,7,Low,Signal Processing,High,Beginner,High,Poor,High
9271,1,Mechanical,8.46,2,1,Hostel,5,Medium,Robotics,Medium,Beginner,Medium,Average,High
9272,3,Mechanical,7.33,4,2,Day Scholar,7,High,Manufacturing,Medium,Beginner,Medium,Good,Medium
9273,3,EEE,6.32,5,2,Hostel,6,Medium,Power Systems,Medium,Beginner,High,Average,High
9274,2,IT,8.06,3,0,Hostel,6,Low,Web Development,Medium,Beginner,High,Poor,Low
9275,2,CSE,5.7,3,0,Day Scholar,8,High,Web Development,Low,Beginner,High,Good,High
9276,1,Mechanical,7.14,1,0,Hostel,4,Low,CAD Design,High,Beginner,High,Poor,High
9277,4,ECE,6.08,1,0,Hostel,7,Low,IoT,High,Beginner,High,Poor,High
9278,4,EEE,9.49,4,0,Day Scholar,4,Medium,Power Systems,High,Intermediate,Medium,Average,Low
9279,4,IT,6.77,3,0,Day Scholar,7,High,AI/ML,High,Beginner,Medium,Good,Medium
9280,4,IT,7.23,1,0,Day Scholar,4,High,Competitive Coding,Medium,Beginner,High,Good,High
9281,4,IT,6.2,5,2,Day Scholar,8,Low,Data Analysis,Medium,Beginner,High,Poor,High
9282,1,Mechanical,7.35,6,0,Day Scholar,8,High,Thermal Engineering,Medium,Beginner,Medium,Good,Medium
9283,1,EEE,8.08,1,0,Day Scholar,5,High,Power Systems,Medium,Beginner,High,Good,High
9284,1,EEE,8.99,1,0,Day Scholar,6,Low,Power Systems,Low,Beginner,High,Poor,High
9285,4,Mechanical,6.17,5,0,Hostel,7,Low,Manufacturing,High,Beginner,High,Poor,High
9286,2,ECE,9.49,3,2,Day Scholar,6,Low,IoT,High,Beginner,High,Poor,Low
9287,2,ECE,5.6,4,0,Hostel,6,Medium,VLSI Design,Low,Beginner,High,Average,High
9288,1,IT,7.02,5,0,Day Scholar,6,Low,Data Analysis,Medium,Beginner,High,Poor,Medium
9289,2,IT,5.3,1,1,Day Scholar,7,High,Web Development,Medium,Beginner,High,Good,High
9290,2,CSE,6.13,1,1,Hostel,4,High,Cybersecurity,Medium,Beginner,High,Good,High
9291,3,ECE,6.55,4,0,Day Scholar,8,Low,Embedded Systems,High,Beginner,High,Poor,Medium
9292,2,EEE,5.16,6,0,Hostel,5,Low,Industrial Automation,Medium,Beginner,High,Poor,High
9293,2,IT,7.75,2,0,Day Scholar,4,Low,Web Development,Low,Beginner,High,Poor,High
9294,4,ECE,9.41,6,0,Hostel,5,Medium,Signal Processing,High,Intermediate,Medium,Average,Low
9295,1,IT,7.23,2,0,Hostel,4,Low,Communication Skills,Low,Beginner,High,Poor,High
9296,2,EEE,6.65,3,0,Hostel,7,High,Electrical Design,High,Beginner,Medium,Good,Medium
9297,1,IT,8.22,4,0,Hostel,5,High,Data Analysis,Low,Intermediate,Low,Good,Low
9298,1,EEE,5.25,3,1,Hostel,7,High,Renewable Energy,Low,Beginner,High,Good,High
9299,4,IT,7.37,1,0,Hostel,4,High,Data Analysis,Medium,Beginner,High,Good,High
9300,2,EEE,8.33,5,0,Hostel,8,High,Power Systems,Medium,Intermediate,Low,Good,Low
9301,1,Mechanical,6.92,4,2,Hostel,6,Medium,Manufacturing,Low,Beginner,Medium,Average,Medium
9302,2,Mechanical,6.08,1,1,Hostel,4,High,Thermal Engineering,Low,Beginner,High,Good,High
9303,1,IT,9.03,4,0,Day Scholar,4,High,Competitive Coding,High,Intermediate,Low,Good,Low
9304,2,IT,7.59,1,0,Day Scholar,6,Medium,Competitive Coding,Low,Beginner,High,Average,High
9305,2,IT,6.79,5,0,Hostel,4,Medium,AI/ML,Low,Beginner,Medium,Average,Medium
9306,1,IT,5.13,4,0,Hostel,8,Medium,AI/ML,Medium,Beginner,High,Average,High
9307,2,CSE,9.28,2,0,Day Scholar,5,High,Web Development,Low,Beginner,Medium,Good,High
9308,4,IT,7.9,2,1,Day Scholar,5,Low,Communication Skills,Low,Beginner,High,Poor,High
9309,2,CSE,8.01,2,0,Hostel,5,High,Cybersecurity,Low,Beginner,Medium,Good,High
9310,2,ECE,9.48,6,0,Day Scholar,7,Low,IoT,Low,Intermediate,High,Poor,Low
9311,1,CSE,5.7,6,0,Day Scholar,7,Low,App Development,High,Beginner,High,Poor,High
9312,4,IT,5.47,3,2,Day Scholar,4,High,Web Development,Low,Beginner,High,Good,High
9313,4,CSE,7.02,1,0,Day Scholar,5,Low,Data Science,Low,Beginner,High,Poor,High
9314,4,EEE,8.13,3,0,Day Scholar,8,Medium,Power Systems,Medium,Beginner,Medium,Average,Low
9315,4,EEE,9.38,3,0,Hostel,8,Medium,Renewable Energy,High,Beginner,Medium,Average,Low
9316,2,ECE,8.65,6,0,Day Scholar,4,High,Embedded Systems,Medium,Intermediate,Low,Good,Low
9317,2,EEE,7.47,4,0,Day Scholar,7,Low,Industrial Automation,Low,Beginner,High,Poor,Medium
9318,4,EEE,6.25,1,0,Day Scholar,4,High,Power Systems,High,Beginner,High,Good,High
9319,1,EEE,7.77,3,0,Hostel,4,Low,Renewable Energy,High,Beginner,High,Poor,Low
9320,2,IT,6.03,6,1,Day Scholar,8,Low,AI/ML,High,Beginner,High,Poor,High
9321,4,EEE,5.23,4,0,Day Scholar,5,High,Renewable Energy,Medium,Beginner,High,Good,High
9322,1,EEE,8.49,3,1,Day Scholar,7,Medium,Power Systems,High,Beginner,Medium,Average,Low
9323,4,ECE,6.13,6,2,Hostel,4,Low,Signal Processing,Low,Beginner,High,Poor,High
9324,3,ECE,6.36,1,1,Day Scholar,5,Low,Signal Processing,Low,Beginner,High,Poor,High
9325,1,IT,9.44,6,0,Hostel,7,Medium,Communication Skills,Medium,Intermediate,Medium,Average,Low
9326,1,IT,5.14,5,0,Day Scholar,8,Medium,Competitive Coding,Low,Beginner,High,Average,High
9327,1,ECE,8.56,2,0,Day Scholar,6,Medium,VLSI Design,Medium,Beginner,Medium,Average,High
9328,1,CSE,7.74,1,0,Hostel,4,Low,Web Development,Low,Beginner,High,Poor,High
9329,1,EEE,8.64,1,0,Hostel,5,Low,Renewable Energy,Low,Beginner,High,Poor,High
9330,3,EEE,6.41,1,0,Hostel,7,Low,Renewable Energy,Medium,Beginner,High,Poor,High
9331,1,EEE,5.06,5,0,Hostel,8,Low,Industrial Automation,Low,Beginner,High,Poor,High
9332,4,ECE,6.34,4,0,Day Scholar,5,Low,IoT,High,Beginner,High,Poor,High
9333,1,ECE,8.46,6,2,Hostel,7,Low,Embedded Systems,Medium,Intermediate,High,Poor,Low
9334,1,ECE,5.12,6,1,Hostel,5,High,IoT,High,Beginner,High,Good,High
9335,3,IT,6.79,5,1,Day Scholar,6,High,Data Analysis,Medium,Beginner,Medium,Good,Medium
9336,4,CSE,5.4,1,1,Hostel,6,High,Data Science,Low,Beginner,High,Good,High
9337,4,IT,8.5,2,2,Hostel,5,Low,Web Development,High,Beginner,High,Poor,High
9338,3,EEE,9.3,1,2,Hostel,6,Medium,Renewable Energy,Low,Beginner,High,Average,High
9339,2,IT,7.57,1,0,Hostel,4,High,AI/ML,Low,Beginner,High,Good,High
9340,4,Mechanical,6.62,3,1,Hostel,8,Medium,Thermal Engineering,Low,Beginner,Medium,Average,Medium
9341,1,CSE,7.14,6,0,Hostel,4,Medium,AI/ML,High,Beginner,Medium,Average,Medium
9342,1,EEE,8.42,3,0,Hostel,8,Medium,Industrial Automation,High,Beginner,Medium,Average,Low
9343,3,Mechanical,7.18,1,1,Day Scholar,7,Low,Manufacturing,Low,Beginner,High,Poor,High
9344,4,Mechanical,7.24,1,0,Day Scholar,6,Medium,Robotics,Low,Beginner,High,Average,High
9345,3,ECE,8.06,1,0,Day Scholar,5,Low,VLSI Design,Medium,Beginner,High,Poor,High
9346,2,EEE,8.27,1,0,Hostel,5,High,Renewable Energy,Low,Beginner,High,Good,High
9347,4,IT,8.89,3,0,Day Scholar,8,High,Web Development,High,Beginner,Medium,Good,Low
9348,1,CSE,7.66,4,0,Day Scholar,5,High,AI/ML,Medium,Intermediate,Medium,Good,Low
9349,2,IT,6.55,6,1,Day Scholar,6,Medium,AI/ML,Low,Beginner,Medium,Average,Medium
9350,2,CSE,5.58,1,1,Day Scholar,6,Medium,AI/ML,Low,Beginner,High,Average,High
9351,4,CSE,7.81,1,0,Hostel,8,Low,AI/ML,Medium,Beginner,High,Poor,High
9352,3,EEE,8.84,6,0,Day Scholar,5,Low,Smart Grid Systems,High,Intermediate,High,Poor,Low
9353,1,ECE,8.27,5,0,Day Scholar,6,Medium,Signal Processing,High,Intermediate,Medium,Average,Low
9354,3,IT,7.36,5,1,Hostel,4,Low,Competitive Coding,Low,Beginner,High,Poor,Medium
9355,1,IT,6.81,1,2,Hostel,6,Low,Communication Skills,Low,Beginner,High,Poor,High
9356,2,ECE,5.49,5,0,Day Scholar,7,Medium,Embedded Systems,Low,Beginner,High,Average,High
9357,1,IT,7.87,1,0,Day Scholar,7,Medium,Data Analysis,Medium,Beginner,High,Average,High
9358,4,Mechanical,7.78,1,1,Hostel,4,Medium,Thermal Engineering,Low,Beginner,High,Average,High
9359,1,CSE,6.08,3,0,Day Scholar,4,Low,AI/ML,Low,Beginner,High,Poor,High
9360,2,Mechanical,6.99,6,0,Hostel,4,Low,CAD Design,Medium,Beginner,High,Poor,Medium
9361,3,EEE,9.15,4,0,Hostel,5,Medium,Renewable Energy,High,Intermediate,Medium,Average,Low
9362,4,Mechanical,5.92,2,1,Day Scholar,8,High,Manufacturing,High,Beginner,High,Good,High
9363,1,EEE,6.15,5,1,Hostel,6,Low,Electrical Design,High,Beginner,High,Poor,High
9364,4,EEE,8.6,5,1,Day Scholar,6,High,Electrical Design,Medium,Intermediate,Low,Good,Low
9365,1,CSE,8.62,5,2,Hostel,7,Medium,AI/ML,Medium,Intermediate,Medium,Average,Low
9366,3,Mechanical,6.62,5,1,Hostel,6,Low,Manufacturing,Low,Beginner,High,Poor,Medium
9367,2,EEE,7.27,2,2,Day Scholar,6,Low,Smart Grid Systems,Medium,Beginner,High,Poor,High
9368,1,IT,8.96,2,0,Hostel,4,High,Data Analysis,High,Beginner,Medium,Good,High
9369,4,EEE,6.38,5,2,Day Scholar,5,High,Renewable Energy,Low,Beginner,High,Good,High
9370,4,ECE,7.7,5,1,Hostel,4,High,Signal Processing,High,Intermediate,Medium,Good,Low
9371,3,EEE,5.11,5,1,Day Scholar,7,Low,Renewable Energy,Medium,Beginner,High,Poor,High
9372,4,CSE,7.29,3,0,Hostel,5,Low,App Development,High,Beginner,High,Poor,Medium
9373,4,CSE,9.42,4,0,Day Scholar,5,Low,Cybersecurity,High,Intermediate,High,Poor,Low
9374,3,CSE,7.86,5,2,Day Scholar,5,High,App Development,Medium,Intermediate,Medium,Good,Low
9375,4,ECE,9.39,6,1,Day Scholar,7,Medium,Communication Systems,Low,Intermediate,Medium,Average,Low
9376,3,ECE,9.16,4,0,Day Scholar,6,Low,Signal Processing,High,Intermediate,High,Poor,Low
9377,4,EEE,9.3,1,2,Hostel,5,High,Electrical Design,Low,Beginner,High,Good,High
9378,3,CSE,8.15,2,0,Day Scholar,5,High,Cybersecurity,High,Beginner,Medium,Good,High
9379,2,EEE,8.16,6,1,Day Scholar,6,High,Renewable Energy,High,Intermediate,Low,Good,Low
9380,1,ECE,5.74,4,2,Hostel,6,Low,IoT,High,Beginner,High,Poor,High
9381,1,Mechanical,7.76,3,1,Day Scholar,4,High,Robotics,Low,Beginner,Medium,Good,Low
9382,4,CSE,6.21,3,1,Day Scholar,4,High,Data Science,Medium,Beginner,High,Good,High
9383,2,ECE,7.63,6,0,Hostel,7,High,Communication Systems,High,Intermediate,Medium,Good,Low
9384,4,CSE,7.22,4,2,Day Scholar,4,High,Data Science,Medium,Beginner,Medium,Good,Medium
9385,4,IT,5.61,3,1,Day Scholar,8,High,AI/ML,High,Beginner,High,Good,High
9386,1,IT,7.45,3,2,Day Scholar,8,Medium,Web Development,Medium,Beginner,Medium,Average,Medium
9387,3,EEE,5.75,1,0,Hostel,8,High,Electrical Design,Low,Beginner,High,Good,High
9388,4,IT,5.1,4,0,Hostel,8,High,AI/ML,Medium,Beginner,High,Good,High
9389,2,IT,6.0,6,0,Day Scholar,8,Low,Web Development,High,Beginner,High,Poor,High
9390,4,Mechanical,8.82,3,0,Hostel,4,High,Manufacturing,Low,Beginner,Medium,Good,Low
9391,4,CSE,8.9,3,0,Hostel,4,Low,Data Science,Medium,Beginner,High,Poor,Low
9392,1,Mechanical,7.27,6,0,Hostel,6,Low,Thermal Engineering,High,Beginner,High,Poor,Medium
9393,3,Mechanical,6.49,1,1,Hostel,5,Low,CAD Design,High,Beginner,High,Poor,High
9394,3,IT,6.04,4,2,Hostel,6,Low,Communication Skills,High,Beginner,High,Poor,High
9395,4,CSE,8.54,4,0,Hostel,7,Low,App Development,Low,Intermediate,High,Poor,Low
9396,3,IT,6.07,5,0,Hostel,7,Medium,AI/ML,High,Beginner,High,Average,High
9397,1,ECE,8.98,6,0,Day Scholar,4,Low,IoT,High,Intermediate,High,Poor,Low
9398,2,IT,6.73,6,0,Hostel,6,Low,Data Analysis,High,Beginner,High,Poor,Medium
9399,3,Mechanical,7.69,3,0,Day Scholar,8,Medium,Thermal Engineering,High,Beginner,Medium,Average,Low
9400,4,IT,8.13,5,0,Day Scholar,7,Low,Web Development,High,Intermediate,High,Poor,Low
9401,3,EEE,9.2,3,1,Day Scholar,8,Low,Renewable Energy,High,Beginner,High,Poor,Low
9402,3,Mechanical,8.75,5,0,Day Scholar,5,High,Manufacturing,Medium,Intermediate,Low,Good,Low
9403,1,CSE,5.72,2,0,Hostel,6,Medium,Cybersecurity,Medium,Beginner,High,Average,High
9404,3,CSE,7.61,5,2,Day Scholar,5,Medium,Data Science,High,Intermediate,Medium,Average,Low
9405,4,ECE,5.51,3,0,Hostel,7,Medium,IoT,Medium,Beginner,High,Average,High
9406,2,EEE,5.41,2,0,Hostel,7,Medium,Renewable Energy,Low,Beginner,High,Average,High
9407,4,Mechanical,5.42,4,0,Day Scholar,8,Medium,Thermal Engineering,High,Beginner,High,Average,High
9408,4,CSE,7.41,6,0,Hostel,6,High,AI/ML,Medium,Beginner,Medium,Good,Medium
9409,3,CSE,8.23,2,0,Day Scholar,4,Medium,Data Science,High,Beginner,Medium,Average,High
9410,4,EEE,6.56,6,0,Day Scholar,8,High,Industrial Automation,High,Beginner,Medium,Good,Medium
9411,2,EEE,9.15,4,0,Day Scholar,4,Medium,Electrical Design,Low,Intermediate,Medium,Average,Low
9412,1,ECE,5.83,6,0,Hostel,8,Low,Embedded Systems,High,Beginner,High,Poor,High
9413,1,Mechanical,5.01,5,0,Hostel,5,Medium,Manufacturing,Low,Beginner,High,Average,High
9414,1,CSE,6.89,1,0,Hostel,6,Low,Data Science,Low,Beginner,High,Poor,High
9415,4,Mechanical,5.22,3,0,Day Scholar,6,Low,Manufacturing,Low,Beginner,High,Poor,High
9416,4,CSE,5.09,1,0,Hostel,7,Low,App Development,Low,Beginner,High,Poor,High
9417,4,CSE,5.22,5,0,Day Scholar,7,Medium,Data Science,Medium,Beginner,High,Average,High
9418,4,CSE,7.93,5,0,Hostel,6,Medium,Cybersecurity,Low,Intermediate,Medium,Average,Low
9419,1,EEE,8.37,1,2,Hostel,6,High,Renewable Energy,Medium,Beginner,High,Good,High
9420,1,Mechanical,6.64,2,0,Hostel,5,High,Robotics,High,Beginner,Medium,Good,High
9421,1,CSE,5.36,6,2,Day Scholar,4,Medium,Cybersecurity,Medium,Beginner,High,Average,High
9422,3,IT,9.49,6,0,Hostel,6,High,AI/ML,High,Intermediate,Low,Good,Low
9423,2,CSE,7.71,2,2,Hostel,6,Medium,AI/ML,Low,Beginner,Medium,Average,High
9424,3,CSE,6.42,3,0,Hostel,6,Low,AI/ML,High,Beginner,High,Poor,High
9425,4,Mechanical,8.57,4,0,Day Scholar,7,Low,Robotics,Medium,Intermediate,High,Poor,Low
9426,2,EEE,9.2,3,0,Day Scholar,8,Medium,Renewable Energy,Medium,Beginner,Medium,Average,Low
9427,2,EEE,9.26,5,1,Day Scholar,4,Medium,Industrial Automation,High,Intermediate,Medium,Average,Low
9428,4,ECE,8.37,5,0,Hostel,6,Medium,Signal Processing,Low,Intermediate,Medium,Average,Low
9429,3,CSE,6.08,6,0,Hostel,4,Medium,Web Development,Medium,Beginner,High,Average,High
9430,4,CSE,5.45,5,0,Day Scholar,8,Medium,Cybersecurity,Low,Beginner,High,Average,High
9431,4,ECE,7.7,4,2,Hostel,8,Low,IoT,High,Intermediate,High,Poor,Low
9432,1,Mechanical,5.17,4,1,Hostel,6,Medium,Thermal Engineering,Medium,Beginner,High,Average,High
9433,3,ECE,8.39,5,0,Hostel,7,Low,Communication Systems,Low,Intermediate,High,Poor,Low
9434,1,Mechanical,5.69,5,1,Day Scholar,6,High,Automobile Engineering,Low,Beginner,High,Good,High
9435,3,EEE,6.94,1,0,Day Scholar,5,Medium,Renewable Energy,High,Beginner,High,Average,High
9436,1,EEE,6.89,6,0,Day Scholar,5,Low,Power Systems,Low,Beginner,High,Poor,Medium
9437,1,ECE,5.39,2,2,Hostel,6,High,IoT,High,Beginner,High,Good,High
9438,2,Mechanical,6.18,3,0,Day Scholar,7,Medium,Automobile Engineering,High,Beginner,High,Average,High
9439,2,CSE,7.42,6,0,Day Scholar,4,High,App Development,Medium,Beginner,Medium,Good,Medium
9440,1,Mechanical,7.09,2,1,Hostel,6,High,Automobile Engineering,Medium,Beginner,Medium,Good,High
9441,2,Mechanical,9.09,1,0,Day Scholar,7,High,Robotics,Medium,Beginner,High,Good,High
9442,4,EEE,8.76,6,0,Day Scholar,7,Low,Industrial Automation,Medium,Intermediate,High,Poor,Low
9443,1,Mechanical,8.36,6,1,Hostel,5,Low,Automobile Engineering,High,Intermediate,High,Poor,Low
9444,1,CSE,6.27,5,1,Hostel,6,Medium,Cybersecurity,Low,Beginner,High,Average,High
9445,2,Mechanical,8.92,1,0,Hostel,4,High,CAD Design,High,Beginner,High,Good,High
9446,3,CSE,6.56,4,0,Day Scholar,5,Medium,App Development,Medium,Beginner,Medium,Average,Medium
9447,4,ECE,9.39,3,0,Day Scholar,8,High,Communication Systems,Medium,Beginner,Medium,Good,Low
9448,4,Mechanical,7.8,3,1,Hostel,8,Low,Thermal Engineering,High,Beginner,High,Poor,Low
9449,1,CSE,7.89,2,2,Day Scholar,8,Low,App Development,Medium,Beginner,High,Poor,High
9450,4,Mechanical,8.78,1,0,Hostel,5,Medium,Automobile Engineering,Medium,Beginner,High,Average,High
9451,2,IT,6.35,5,2,Hostel,5,High,AI/ML,High,Beginner,High,Good,High
9452,4,EEE,5.16,5,0,Hostel,4,High,Smart Grid Systems,High,Beginner,High,Good,High
